8.149050903320312500e+01,1.144545516967773438e+02,1.708214721679687500e+02,9.304134368896484375e+01,1.185160827636718750e+02,1.456925048828125000e+02,1.111605072021484375e+02,1.789249572753906250e+02,1.703446044921875000e+02,1.675313262939453125e+02
7.621456909179687500e+01,9.630937194824218750e+01,1.786936187744140625e+02,1.112074356079101562e+02,1.008725738525390625e+02,1.526082611083984375e+02,8.670914459228515625e+01,1.804773712158203125e+02,1.445547180175781250e+02,1.890681610107421875e+02
8.435923004150390625e+01,9.206149291992187500e+01,1.769382171630859375e+02,1.161232757568359375e+02,1.184946441650390625e+02,1.407117614746093750e+02,8.519478607177734375e+01,1.691076049804687500e+02,1.426653442382812500e+02,1.835090942382812500e+02
7.546826171875000000e+01,1.153639755249023438e+02,1.710874328613281250e+02,9.071912384033203125e+01,1.211538162231445312e+02,1.546811370849609375e+02,1.096203765869140625e+02,1.827895507812500000e+02,1.701264648437500000e+02,1.678233489990234375e+02
7.528051757812500000e+01,1.046245269775390625e+02,1.783677978515625000e+02,1.016904830932617188e+02,1.269554443359375000e+02,1.503914489746093750e+02,9.640094757080078125e+01,1.773007507324218750e+02,1.615806427001953125e+02,1.759767150878906250e+02
8.422322845458984375e+01,1.006831817626953125e+02,1.763514251708984375e+02,1.090526351928710938e+02,1.425817565917968750e+02,1.456510314941406250e+02,9.796334075927734375e+01,1.793744964599609375e+02,1.503679199218750000e+02,1.849425659179687500e+02
8.401908874511718750e+01,9.674639129638671875e+01,1.750589294433593750e+02,1.101065216064453125e+02,1.264879455566406250e+02,1.414425811767578125e+02,8.670413208007812500e+01,1.640697631835937500e+02,1.546564788818359375e+02,1.749625549316406250e+02
7.733443450927734375e+01,1.033197784423828125e+02,1.746981658935546875e+02,1.037176818847656250e+02,1.205315475463867188e+02,1.455105133056640625e+02,9.640446472167968750e+01,1.803100891113281250e+02,1.552969970703125000e+02,1.796918945312500000e+02
7.376676177978515625e+01,1.030200881958007812e+02,1.793792572021484375e+02,1.033979492187500000e+02,1.244365768432617188e+02,1.519375915527343750e+02,9.388043212890625000e+01,1.796725921630859375e+02,1.594297027587890625e+02,1.799447631835937500e+02
7.787406158447265625e+01,1.162287902832031250e+02,1.693390350341796875e+02,9.176242065429687500e+01,1.471197662353515625e+02,1.421952819824218750e+02,1.118930587768554688e+02,1.798042449951171875e+02,1.742276458740234375e+02,1.610944824218750000e+02
8.192760467529296875e+01,9.975808715820312500e+01,1.734216461181640625e+02,1.070592498779296875e+02,1.350029296875000000e+02,1.363766479492187500e+02,9.589446258544921875e+01,1.733158416748046875e+02,1.527136230468750000e+02,1.768300781250000000e+02
7.642689514160156250e+01,1.082213287353515625e+02,1.732857513427734375e+02,9.812664031982421875e+01,1.383688201904296875e+02,1.411806335449218750e+02,9.988083648681640625e+01,1.766372375488281250e+02,1.669278869628906250e+02,1.693392944335937500e+02
8.357360839843750000e+01,1.007611236572265625e+02,1.741743774414062500e+02,1.065067596435546875e+02,1.389746398925781250e+02,1.364770660400390625e+02,9.304337310791015625e+01,1.671190185546875000e+02,1.566438598632812500e+02,1.732495422363281250e+02
8.117414093017578125e+01,9.458529663085937500e+01,1.787444152832031250e+02,1.140233612060546875e+02,1.298445281982421875e+02,1.472293701171875000e+02,8.618763732910156250e+01,1.734707946777343750e+02,1.456804656982421875e+02,1.838936309814453125e+02
7.744713592529296875e+01,1.038092498779296875e+02,1.746113739013671875e+02,1.028637695312500000e+02,1.252430114746093750e+02,1.477774047851562500e+02,9.387225341796875000e+01,1.736825256347656250e+02,1.595605010986328125e+02,1.733415832519531250e+02
8.124516296386718750e+01,9.883831787109375000e+01,1.786910095214843750e+02,1.093665542602539062e+02,1.235445861816406250e+02,1.361305541992187500e+02,9.254450225830078125e+01,1.720924835205078125e+02,1.540885314941406250e+02,1.790446472167968750e+02
8.757528686523437500e+01,9.446611022949218750e+01,1.762284851074218750e+02,1.175167083740234375e+02,9.900952911376953125e+01,1.471371765136718750e+02,8.693788909912109375e+01,1.752522888183593750e+02,1.409407043457031250e+02,1.891228942871093750e+02
8.085017395019531250e+01,1.026856765747070312e+02,1.790528106689453125e+02,1.061424713134765625e+02,1.222504425048828125e+02,1.416973266601562500e+02,9.002749633789062500e+01,1.655024719238281250e+02,1.644219970703125000e+02,1.699232482910156250e+02
7.899974060058593750e+01,1.056115036010742188e+02,1.762561645507812500e+02,1.010717468261718750e+02,1.407608032226562500e+02,1.237247695922851562e+02,1.068596496582031250e+02,1.789440917968750000e+02,1.659995574951171875e+02,1.732352447509765625e+02
8.900862121582031250e+01,1.004981994628906250e+02,1.699887390136718750e+02,1.102402267456054688e+02,1.114280548095703125e+02,1.363878631591796875e+02,9.389185333251953125e+01,1.734726104736328125e+02,1.476986846923828125e+02,1.789446105957031250e+02
8.335131835937500000e+01,9.992292022705078125e+01,1.735738525390625000e+02,1.070807800292968750e+02,1.378039398193359375e+02,1.430171661376953125e+02,8.993034362792968750e+01,1.681658630371093750e+02,1.552927856445312500e+02,1.759568481445312500e+02
7.889809417724609375e+01,9.565914154052734375e+01,1.768857269287109375e+02,1.103866195678710938e+02,1.277280654907226562e+02,1.436178283691406250e+02,8.615722656250000000e+01,1.704602050781250000e+02,1.496326599121093750e+02,1.792440032958984375e+02
7.979917907714843750e+01,1.038665008544921875e+02,1.738172302246093750e+02,1.026485443115234375e+02,1.396999969482421875e+02,1.362327728271484375e+02,9.868782043457031250e+01,1.736748504638671875e+02,1.610758972167968750e+02,1.729791717529296875e+02
8.636141967773437500e+01,1.092790222167968750e+02,1.667354278564453125e+02,1.002509994506835938e+02,9.611236572265625000e+01,1.468443908691406250e+02,1.057554626464843750e+02,1.814177856445312500e+02,1.576814727783203125e+02,1.771269226074218750e+02
8.144569396972656250e+01,1.044498901367187500e+02,1.753173828125000000e+02,1.033146591186523438e+02,1.256785583496093750e+02,1.384318389892578125e+02,9.577406311035156250e+01,1.698138122558593750e+02,1.635044250488281250e+02,1.697523345947265625e+02
8.131427001953125000e+01,8.927989196777343750e+01,1.797976074218750000e+02,1.186108932495117188e+02,1.290092620849609375e+02,1.449359283447265625e+02,7.969871520996093750e+01,1.713512573242187500e+02,1.391985778808593750e+02,1.867432098388671875e+02
7.050842285156250000e+01,1.150782852172851562e+02,1.822624206542968750e+02,9.356730651855468750e+01,1.352317504882812500e+02,1.461228332519531250e+02,1.125447158813476562e+02,1.907489318847656250e+02,1.712768096923828125e+02,1.814156494140625000e+02
8.195072937011718750e+01,9.509741210937500000e+01,1.799203796386718750e+02,1.129665374755859375e+02,1.323771667480468750e+02,1.390393981933593750e+02,8.803186798095703125e+01,1.719964752197265625e+02,1.495360565185546875e+02,1.822616577148437500e+02
7.709285736083984375e+01,8.072929382324218750e+01,1.863153076171875000e+02,1.267410278320312500e+02,1.107001953125000000e+02,1.511889038085937500e+02,6.779812622070312500e+01,1.631042938232421875e+02,1.335148162841796875e+02,1.894455261230468750e+02
7.758350372314453125e+01,1.072073059082031250e+02,1.775571594238281250e+02,1.002072601318359375e+02,1.468156585693359375e+02,1.436673583984375000e+02,1.011604309082031250e+02,1.783788757324218750e+02,1.691671447753906250e+02,1.724900970458984375e+02
6.962612915039062500e+01,1.175061187744140625e+02,1.804273223876953125e+02,9.031755065917968750e+01,1.440771789550781250e+02,1.504756317138671875e+02,1.162589416503906250e+02,1.909777221679687500e+02,1.767521972656250000e+02,1.754507598876953125e+02
8.147468566894531250e+01,1.118965835571289062e+02,1.676618804931640625e+02,9.448391723632812500e+01,1.260886383056640625e+02,1.344295959472656250e+02,1.059756317138671875e+02,1.729229736328125000e+02,1.711609191894531250e+02,1.589861297607421875e+02
8.331413269042968750e+01,9.493054199218750000e+01,1.793956604003906250e+02,1.136209564208984375e+02,1.287682647705078125e+02,1.421601257324218750e+02,8.693431091308593750e+01,1.688189544677734375e+02,1.504195556640625000e+02,1.805742797851562500e+02
7.806964111328125000e+01,9.447616577148437500e+01,1.856214447021484375e+02,1.154365081787109375e+02,1.146416702270507812e+02,1.581145172119140625e+02,8.635378265380859375e+01,1.786854553222656250e+02,1.479477996826171875e+02,1.915016937255859375e+02
7.523350524902343750e+01,1.053040618896484375e+02,1.769205322265625000e+02,1.015189819335937500e+02,1.298323211669921875e+02,1.471970825195312500e+02,9.411602783203125000e+01,1.763769683837890625e+02,1.631398010253906250e+02,1.737674560546875000e+02
7.515081787109375000e+01,1.048451919555664062e+02,1.762626800537109375e+02,1.006885070800781250e+02,1.296976318359375000e+02,1.294899749755859375e+02,9.345626831054687500e+01,1.725066986083984375e+02,1.614693603515625000e+02,1.704653930664062500e+02
