8.144627380371093750e+01,1.130785675048828125e+02,1.700582885742187500e+02,9.355055999755859375e+01,1.201880874633789062e+02,1.479596557617187500e+02,1.136433258056640625e+02,1.790903472900390625e+02,1.736325836181640625e+02,1.639486541748046875e+02
7.433026123046875000e+01,9.546331787109375000e+01,1.839938354492187500e+02,1.144845275878906250e+02,1.066906356811523438e+02,1.504089202880859375e+02,8.706347656250000000e+01,1.792196807861328125e+02,1.499191741943359375e+02,1.889013214111328125e+02
8.433305358886718750e+01,9.262825012207031250e+01,1.838185729980468750e+02,1.139774703979492188e+02,1.123987579345703125e+02,1.352795257568359375e+02,8.583071899414062500e+01,1.707467956542968750e+02,1.447076416015625000e+02,1.837154693603515625e+02
7.099861145019531250e+01,1.236153030395507812e+02,1.692891540527343750e+02,8.517527770996093750e+01,1.272645568847656250e+02,1.496957855224609375e+02,1.183862457275390625e+02,1.885888824462890625e+02,1.773383483886718750e+02,1.684639892578125000e+02
7.699062347412109375e+01,1.095841064453125000e+02,1.801031341552734375e+02,1.019731216430664062e+02,1.273602676391601562e+02,1.490414886474609375e+02,1.014064559936523438e+02,1.783122711181640625e+02,1.693692779541015625e+02,1.725797729492187500e+02
8.703250122070312500e+01,9.834523010253906250e+01,1.782117767333984375e+02,1.110252914428710938e+02,1.428926391601562500e+02,1.420645294189453125e+02,1.005875854492187500e+02,1.807649841308593750e+02,1.537545318603515625e+02,1.854782104492187500e+02
8.603302001953125000e+01,9.671088409423828125e+01,1.762486724853515625e+02,1.114769744873046875e+02,1.258160400390625000e+02,1.411840515136718750e+02,8.547973632812500000e+01,1.618836669921875000e+02,1.577167358398437500e+02,1.723871917724609375e+02
8.084924316406250000e+01,1.024001922607421875e+02,1.768002624511718750e+02,1.035569915771484375e+02,1.211417160034179688e+02,1.454611206054687500e+02,1.028070068359375000e+02,1.813201599121093750e+02,1.557609100341796875e+02,1.822575988769531250e+02
7.353814697265625000e+01,1.024577941894531250e+02,1.785415039062500000e+02,1.037678756713867188e+02,1.247577972412109375e+02,1.522937927246093750e+02,9.333807373046875000e+01,1.786704406738281250e+02,1.567937011718750000e+02,1.797113647460937500e+02
7.453546905517578125e+01,1.202508926391601562e+02,1.727389526367187500e+02,8.782356262207031250e+01,1.443943481445312500e+02,1.401742401123046875e+02,1.100231018066406250e+02,1.801102600097656250e+02,1.793502197265625000e+02,1.564303283691406250e+02
7.901460266113281250e+01,1.022426300048828125e+02,1.779778442382812500e+02,1.071325149536132812e+02,1.398778991699218750e+02,1.353147430419921875e+02,9.664764404296875000e+01,1.743852233886718750e+02,1.558456573486328125e+02,1.753134002685546875e+02
7.475151062011718750e+01,1.078026809692382812e+02,1.723676147460937500e+02,9.892681121826171875e+01,1.454365386962890625e+02,1.362348327636718750e+02,9.504142761230468750e+01,1.737490539550781250e+02,1.618116760253906250e+02,1.652056274414062500e+02
8.398017120361328125e+01,1.014536132812500000e+02,1.735457763671875000e+02,1.071253356933593750e+02,1.437393798828125000e+02,1.360700836181640625e+02,9.056451416015625000e+01,1.675642395019531250e+02,1.555595855712890625e+02,1.695001068115234375e+02
8.053347778320312500e+01,9.470799255371093750e+01,1.792577972412109375e+02,1.134440536499023438e+02,1.290909576416015625e+02,1.463480834960937500e+02,8.517578887939453125e+01,1.750618286132812500e+02,1.443300781250000000e+02,1.854037780761718750e+02
